Id,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,full_address,X_coordinates,Y_coordinates,Closest_Mrt,Mrt_Distance,Price Index
1,2017-01,SERANGOON,3 ROOM,04 TO 06,67,New Generation,1985,67 years 04 months,292000,225 SERANGOON AVE 4,1.35673481,103.8701137,Serangoon mrt,0.736636269,133.9
2,2017-01,SERANGOON,3 ROOM,01 TO 03,73,Improved,1978,60 years 04 months,318000,4 LOR LEW LIAN,1.350262004,103.8764851,Serangoon mrt,0.415296502,133.9
3,2017-01,SERANGOON,3 ROOM,10 TO 12,67,New Generation,1984,66 years 11 months,319000,219 SERANGOON AVE 4,1.358358825,103.872182,Serangoon mrt,0.856730916,133.9
4,2017-01,SERANGOON,3 ROOM,01 TO 03,64,Improved,1978,60 years 04 months,320000,4 LOR LEW LIAN,1.350262004,103.8764851,Serangoon mrt,0.415296502,133.9
5,2017-01,SERANGOON,3 ROOM,01 TO 03,73,New Generation,1985,67 years 03 months,320000,311 SERANGOON AVE 2,1.353762881,103.8663265,Lorong Chuan mrt,0.29881361,133.9
6,2017-01,SERANGOON,3 ROOM,07 TO 09,67,New Generation,1984,66 years 11 months,320000,221 SERANGOON AVE 4,1.359146061,103.8718109,Serangoon mrt,0.94731619,133.9
7,2017-01,SERANGOON,3 ROOM,10 TO 12,73,Improved,1983,65 years 05 months,377000,2 LOR LEW LIAN,1.35052006,103.8755605,Serangoon mrt,0.31062235,133.9
8,2017-01,SERANGOON,4 ROOM,04 TO 06,93,New Generation,1985,67 years 02 months,355000,101 SERANGOON NTH AVE 1,1.37103632,103.8703609,Kovan mrt,1.99747614,133.9
9,2017-01,SERANGOON,4 ROOM,01 TO 03,83,Simplified,1987,69 years 06 months,370000,144 SERANGOON NTH AVE 1,1.367781392,103.8730413,Kovan mrt,1.543957219,133.9
10,2017-01,SERANGOON,4 ROOM,04 TO 06,91,New Generation,1985,67 years 05 months,390000,109 SERANGOON NTH AVE 1,1.369433518,103.8705114,Kovan mrt,1.879497341,133.9
11,2017-01,SERANGOON,4 ROOM,01 TO 03,99,New Generation,1985,67 years 08 months,420000,222 SERANGOON AVE 4,1.358429525,103.871224,Serangoon mrt,0.879070045,133.9
12,2017-01,SERANGOON,4 ROOM,04 TO 06,95,New Generation,1985,67 years 09 months,472000,307 SERANGOON AVE 2,1.354628177,103.8670687,Lorong Chuan mrt,0.424653198,133.9
13,2017-01,SERANGOON,4 ROOM,01 TO 03,105,Model A,1989,71 years 01 month,550000,401 SERANGOON AVE 1,1.346265987,103.8731998,Serangoon mrt,0.48529479,133.9
14,2017-01,SERANGOON,4 ROOM,04 TO 06,109,Model A,1989,71 years 02 months,560000,407 SERANGOON AVE 1,1.34718613,103.8729682,Serangoon mrt,0.381832142,133.9
15,2017-01,SERANGOON,4 ROOM,10 TO 12,103,Model A,1989,71 years 10 months,593000,420 SERANGOON CTRL,1.349149109,103.875117,Serangoon mrt,0.308340232,133.9
16,2017-01,SERANGOON,4 ROOM,07 TO 09,109,Model A,1989,71 years 02 months,625000,407 SERANGOON AVE 1,1.34718613,103.8729682,Serangoon mrt,0.381832142,133.9
17,2017-01,SERANGOON,EXECUTIVE,04 TO 06,145,Apartment,1992,74 years 10 months,640000,506 SERANGOON NTH AVE 4,1.372816319,103.8763397,Kovan mrt,1.692002038,133.9
18,2017-01,SERANGOON,EXECUTIVE,07 TO 09,147,Maisonette,1992,74 years 10 months,645000,542 SERANGOON NTH AVE 4,1.374091168,103.8718897,Kovan mrt,2.104640621,133.9
19,2017-01,SERANGOON,EXECUTIVE,07 TO 09,153,Apartment,1992,74 years 10 months,708000,537 SERANGOON NTH AVE 4,1.373860578,103.8730179,Kovan mrt,2.003406342,133.9
20,2017-01,SERANGOON,EXECUTIVE,04 TO 06,156,Maisonette,1992,74 years 10 months,735000,525 SERANGOON NTH AVE 4,1.372143204,103.872737,Kovan mrt,1.88263898,133.9
21,2017-02,SERANGOON,3 ROOM,10 TO 12,60,Improved,1985,67 years,253000,108 SERANGOON NTH AVE 1,1.369901403,103.8712068,Kovan mrt,1.846444532,133.9
22,2017-02,SERANGOON,3 ROOM,01 TO 03,67,New Generation,1985,67 years 01 month,260000,113 SERANGOON NTH AVE 1,1.368776829,103.8704749,Kovan mrt,1.843196139,133.9
23,2017-02,SERANGOON,3 ROOM,10 TO 12,60,Improved,1985,67 years 02 months,268000,105 SERANGOON NTH AVE 1,1.370247459,103.870226,Kovan mrt,1.957088713,133.9
24,2017-02,SERANGOON,3 ROOM,04 TO 06,64,Simplified,1986,68 years 06 months,275000,153 SERANGOON NTH AVE 1,1.369950997,103.8723123,Kovan mrt,1.75293895,133.9
25,2017-02,SERANGOON,3 ROOM,04 TO 06,67,New Generation,1985,67 years 03 months,300000,215 SERANGOON AVE 4,1.357865328,103.8734248,Serangoon mrt,0.802943062,133.9
26,2017-02,SERANGOON,3 ROOM,04 TO 06,64,Simplified,1988,70 years 05 months,348000,253 SERANGOON CTRL DR,1.354039398,103.8708515,Serangoon mrt,0.432996282,133.9
27,2017-02,SERANGOON,3 ROOM,07 TO 09,64,Simplified,1985,67 years 10 months,365000,323 SERANGOON AVE 3,1.351168574,103.8694085,Serangoon mrt,0.378930841,133.9
28,2017-02,SERANGOON,3 ROOM,04 TO 06,64,Simplified,1986,67 years 11 months,400000,203 SERANGOON CTRL,1.352078409,103.8732889,Serangoon mrt,0.169811168,133.9
29,2017-02,SERANGOON,4 ROOM,01 TO 03,91,New Generation,1985,67 years 07 months,336000,103 SERANGOON NTH AVE 1,1.37067353,103.8702639,Kovan mrt,1.981618688,133.9
30,2017-02,SERANGOON,4 ROOM,07 TO 09,91,New Generation,1985,67 years 03 months,350000,109 SERANGOON NTH AVE 1,1.369433518,103.8705114,Kovan mrt,1.879497341,133.9
31,2017-02,SERANGOON,4 ROOM,10 TO 12,91,New Generation,1985,67 years 05 months,370000,126 SERANGOON NTH AVE 1,1.366058217,103.8718749,Kovan mrt,1.560723158,133.9
32,2017-02,SERANGOON,4 ROOM,01 TO 03,104,Model A,1992,74 years 09 months,377000,528 SERANGOON NTH AVE 4,1.371418524,103.8721798,Kovan mrt,1.870811985,133.9
33,2017-02,SERANGOON,4 ROOM,01 TO 03,104,Model A,1992,74 years 09 months,390000,528 SERANGOON NTH AVE 4,1.371418524,103.8721798,Kovan mrt,1.870811985,133.9
34,2017-02,SERANGOON,4 ROOM,04 TO 06,91,New Generation,1984,66 years 10 months,400168,219 SERANGOON AVE 4,1.358358825,103.872182,Serangoon mrt,0.856730916,133.9
35,2017-02,SERANGOON,4 ROOM,13 TO 15,91,New Generation,1984,66 years 05 months,410000,226 SERANGOON AVE 4,1.3568225,103.870857,Serangoon mrt,0.716740201,133.9
36,2017-02,SERANGOON,4 ROOM,07 TO 09,101,Model A,1997,79 years 06 months,415000,554 SERANGOON NTH AVE 3,1.371967208,103.8703901,Kovan mrt,2.06003546,133.9
37,2017-02,SERANGOON,4 ROOM,07 TO 09,91,New Generation,1984,66 years 05 months,448000,224 SERANGOON AVE 4,1.35720575,103.8708313,Serangoon mrt,0.758118073,133.9
38,2017-02,SERANGOON,4 ROOM,04 TO 06,92,New Generation,1985,67 years 02 months,450000,225 SERANGOON AVE 4,1.35673481,103.8701137,Serangoon mrt,0.736636269,133.9
39,2017-02,SERANGOON,4 ROOM,01 TO 03,95,New Generation,1985,67 years 03 months,455000,308 SERANGOON AVE 2,1.35417533,103.8659671,Lorong Chuan mrt,0.319368049,133.9
40,2017-02,SERANGOON,4 ROOM,01 TO 03,84,Simplified,1986,68 years 03 months,485000,335 SERANGOON AVE 3,1.349442214,103.8710678,Serangoon mrt,0.230891342,133.9
41,2017-02,SERANGOON,4 ROOM,10 TO 12,84,Simplified,1986,68 years 03 months,525000,328 SERANGOON AVE 3,1.350286159,103.8683526,Lorong Chuan mrt,0.417375233,133.9
42,2017-02,SERANGOON,4 ROOM,10 TO 12,104,Model A,1985,67 years 04 months,595000,232 SERANGOON AVE 3,1.354747066,103.868732,Lorong Chuan mrt,0.562794988,133.9
43,2017-02,SERANGOON,4 ROOM,07 TO 09,105,Model A,1985,67 years 04 months,600000,233 SERANGOON AVE 3,1.355133814,103.8691373,Lorong Chuan mrt,0.624798617,133.9
44,2017-02,SERANGOON,5 ROOM,07 TO 09,124,Improved,1992,74 years 09 months,470000,505 SERANGOON NTH AVE 4,1.373244635,103.8763016,Kovan mrt,1.734381678,133.9
45,2017-02,SERANGOON,5 ROOM,04 TO 06,121,Improved,1997,79 years 05 months,520000,512 SERANGOON NTH AVE 4,1.371512358,103.8752466,Kovan mrt,1.645435208,133.9
46,2017-02,SERANGOON,5 ROOM,16 TO 18,121,Improved,1997,79 years 09 months,545000,552 SERANGOON NTH AVE 3,1.372324635,103.8712852,Kovan mrt,2.011957215,133.9
47,2017-02,SERANGOON,EXECUTIVE,01 TO 03,150,Maisonette,1985,67 years 07 months,670000,123 SERANGOON NTH AVE 1,1.366958513,103.8725936,Kovan mrt,1.53721653,133.9
48,2017-02,SERANGOON,EXECUTIVE,10 TO 12,150,Maisonette,1985,67 years 07 months,700000,123 SERANGOON NTH AVE 1,1.366958513,103.8725936,Kovan mrt,1.53721653,133.9
49,2017-02,SERANGOON,EXECUTIVE,04 TO 06,152,Maisonette,1992,74 years 09 months,720000,526 SERANGOON NTH AVE 4,1.37177912,103.8727856,Kovan mrt,1.850092039,133.9
50,2017-02,SERANGOON,EXECUTIVE,10 TO 12,152,Maisonette,1992,74 years 09 months,725000,525 SERANGOON NTH AVE 4,1.372143204,103.872737,Kovan mrt,1.88263898,133.9
51,2017-02,SERANGOON,EXECUTIVE,10 TO 12,154,Maisonette,1989,70 years 11 months,938888,423 SERANGOON CTRL,1.348490772,103.8755888,Serangoon mrt,0.392982634,133.9
52,2017-03,SERANGOON,3 ROOM,01 TO 03,64,Simplified,1986,68 years 09 months,266500,152 SERANGOON NTH AVE 1,1.369347268,103.872614,Kovan mrt,1.684927422,133.9
53,2017-03,SERANGOON,3 ROOM,01 TO 03,64,Simplified,1988,70 years 05 months,280000,147 SERANGOON NTH AVE 1,1.36847951,103.8726629,Kovan mrt,1.622778223,133.9
54,2017-03,SERANGOON,3 ROOM,13 TO 15,64,Improved,1978,60 years 02 months,330000,3 LOR LEW LIAN,1.35047536,103.876133,Serangoon mrt,0.374483672,133.9
55,2017-03,SERANGOON,3 ROOM,10 TO 12,67,New Generation,1984,66 years 07 months,337000,217 SERANGOON AVE 4,1.357635048,103.8720908,Serangoon mrt,0.777882221,133.9
56,2017-03,SERANGOON,3 ROOM,10 TO 12,67,New Generation,1984,66 years 09 months,338000,219 SERANGOON AVE 4,1.358358825,103.872182,Serangoon mrt,0.856730916,133.9
57,2017-03,SERANGOON,3 ROOM,04 TO 06,64,Simplified,1988,70 years 05 months,338000,261 SERANGOON CTRL DR,1.354052552,103.8725245,Serangoon mrt,0.379048288,133.9
58,2017-03,SERANGOON,3 ROOM,04 TO 06,60,Improved,1984,66 years 09 months,342800,303 SERANGOON AVE 2,1.353493566,103.8670455,Lorong Chuan mrt,0.329933048,133.9
59,2017-03,SERANGOON,3 ROOM,07 TO 09,73,Improved,1978,60 years 02 months,348888,1 LOR LEW LIAN,1.350867126,103.8753439,Serangoon mrt,0.287427892,133.9
60,2017-03,SERANGOON,3 ROOM,01 TO 03,64,Simplified,1985,67 years 09 months,375000,206 SERANGOON CTRL,1.353475064,103.8733923,Serangoon mrt,0.321694874,133.9
61,2017-03,SERANGOON,4 ROOM,01 TO 03,84,Simplified,1988,70 years 05 months,318000,147 SERANGOON NTH AVE 1,1.36847951,103.8726629,Kovan mrt,1.622778223,133.9
62,2017-03,SERANGOON,4 ROOM,04 TO 06,91,New Generation,1985,66 years 10 months,349000,127 SERANGOON NTH AVE 1,1.365628235,103.8718313,Kovan mrt,1.544996314,133.9
63,2017-03,SERANGOON,4 ROOM,10 TO 12,91,New Generation,1985,67 years,356888,101 SERANGOON NTH AVE 1,1.37103632,103.8703609,Kovan mrt,1.99747614,133.9
64,2017-03,SERANGOON,4 ROOM,01 TO 03,101,Model A,1997,79 years 03 months,378000,510 SERANGOON NTH AVE 4,1.370594509,103.875782,Kovan mrt,1.529079002,133.9
65,2017-03,SERANGOON,4 ROOM,04 TO 06,100,Model A,1997,79 years 06 months,390000,553 SERANGOON NTH AVE 3,1.371710714,103.8712337,Kovan mrt,1.970523304,133.9
66,2017-03,SERANGOON,4 ROOM,01 TO 03,100,Model A,1997,79 years 02 months,390000,507 SERANGOON NTH AVE 4,1.371957256,103.8752672,Kovan mrt,1.682702762,133.9
67,2017-03,SERANGOON,4 ROOM,01 TO 03,92,New Generation,1984,66 years 09 months,395000,227 SERANGOON AVE 4,1.356470981,103.8711268,Serangoon mrt,0.670922319,133.9
68,2017-03,SERANGOON,4 ROOM,13 TO 15,91,New Generation,1986,67 years 10 months,395000,118 SERANGOON NTH AVE 1,1.367595486,103.8709178,Kovan mrt,1.733985521,133.9
69,2017-03,SERANGOON,4 ROOM,01 TO 03,84,Simplified,1986,68 years 04 months,405000,330 SERANGOON AVE 3,1.34993697,103.8695629,Serangoon mrt,0.36530819,133.9
70,2017-03,SERANGOON,4 ROOM,07 TO 09,103,Model A,1987,69 years 04 months,418000,144 SERANGOON NTH AVE 1,1.367781392,103.8730413,Kovan mrt,1.543957219,133.9
71,2017-03,SERANGOON,4 ROOM,13 TO 15,100,Model A,1997,79 years 08 months,425000,551 SERANGOON NTH AVE 3,1.372355941,103.8708478,Kovan mrt,2.050117935,133.9
72,2017-03,SERANGOON,4 ROOM,04 TO 06,91,New Generation,1984,66 years 04 months,428000,226 SERANGOON AVE 4,1.3568225,103.870857,Serangoon mrt,0.716740201,133.9
73,2017-03,SERANGOON,4 ROOM,07 TO 09,94,New Generation,1984,66 years 09 months,440000,221 SERANGOON AVE 4,1.359146061,103.8718109,Serangoon mrt,0.94731619,133.9
74,2017-03,SERANGOON,4 ROOM,04 TO 06,84,Simplified,1985,67 years 04 months,443800,233 SERANGOON AVE 3,1.355133814,103.8691373,Lorong Chuan mrt,0.624798617,133.9
75,2017-03,SERANGOON,4 ROOM,04 TO 06,93,New Generation,1984,66 years 09 months,450000,219 SERANGOON AVE 4,1.358358825,103.872182,Serangoon mrt,0.856730916,133.9
76,2017-03,SERANGOON,4 ROOM,01 TO 03,91,New Generation,1985,67 years 02 months,458000,308 SERANGOON AVE 2,1.35417533,103.8659671,Lorong Chuan mrt,0.319368049,133.9
77,2017-03,SERANGOON,4 ROOM,04 TO 06,95,New Generation,1985,67 years 07 months,460000,307 SERANGOON AVE 2,1.354628177,103.8670687,Lorong Chuan mrt,0.424653198,133.9
78,2017-03,SERANGOON,4 ROOM,01 TO 03,90,Simplified,1985,67 years 04 months,460000,231 SERANGOON AVE 3,1.355017626,103.8683677,Lorong Chuan mrt,0.552436192,133.9
79,2017-03,SERANGOON,4 ROOM,07 TO 09,92,New Generation,1984,66 years 09 months,460000,221 SERANGOON AVE 4,1.359146061,103.8718109,Serangoon mrt,0.94731619,133.9
80,2017-03,SERANGOON,4 ROOM,04 TO 06,83,Simplified,1985,67 years 06 months,480000,210 SERANGOON CTRL,1.354929782,103.8736399,Serangoon mrt,0.484775714,133.9
81,2017-03,SERANGOON,4 ROOM,10 TO 12,90,Simplified,1985,67 years 03 months,518000,234 SERANGOON AVE 3,1.354799538,103.8695343,Serangoon mrt,0.584803683,133.9
82,2017-03,SERANGOON,4 ROOM,10 TO 12,84,Simplified,1986,68 years 02 months,523000,328 SERANGOON AVE 3,1.350286159,103.8683526,Lorong Chuan mrt,0.417375233,133.9
83,2017-03,SERANGOON,4 ROOM,01 TO 03,105,Model A,1989,70 years 10 months,550000,408 SERANGOON AVE 1,1.347247313,103.873453,Serangoon mrt,0.382040924,133.9
84,2017-03,SERANGOON,4 ROOM,04 TO 06,105,Model A,1989,70 years 11 months,568000,402 SERANGOON AVE 1,1.346658249,103.8729046,Serangoon mrt,0.439824721,133.9
85,2017-03,SERANGOON,4 ROOM,01 TO 03,105,Model A,1988,70 years 09 months,575000,426 SERANGOON AVE 1,1.347795057,103.8760221,Serangoon mrt,0.478925975,133.9
86,2017-03,SERANGOON,4 ROOM,04 TO 06,113,Model A,1989,71 years 02 months,635000,419 SERANGOON CTRL,1.34920192,103.8758597,Serangoon mrt,0.378374365,133.9
87,2017-03,SERANGOON,5 ROOM,01 TO 03,124,Improved,1992,74 years 08 months,505000,528 SERANGOON NTH AVE 4,1.371418524,103.8721798,Kovan mrt,1.870811985,133.9
88,2017-03,SERANGOON,5 ROOM,16 TO 18,121,Improved,1998,79 years 10 months,515000,548 SERANGOON NTH AVE 3,1.373158698,103.8706759,Kovan mrt,2.124571939,133.9
89,2017-03,SERANGOON,5 ROOM,07 TO 09,120,Improved,1997,79 years 02 months,520000,507 SERANGOON NTH AVE 4,1.371957256,103.8752672,Kovan mrt,1.682702762,133.9
90,2017-03,SERANGOON,5 ROOM,10 TO 12,122,Improved,1992,74 years 07 months,530000,540 SERANGOON NTH AVE 4,1.374618931,103.8725735,Kovan mrt,2.099597272,133.9
91,2017-03,SERANGOON,5 ROOM,13 TO 15,119,Improved,1997,79 years 08 months,532500,552 SERANGOON NTH AVE 3,1.372324635,103.8712852,Kovan mrt,2.011957215,133.9
92,2017-03,SERANGOON,5 ROOM,13 TO 15,121,Improved,1985,67 years 04 months,640000,212 SERANGOON AVE 4,1.356800909,103.8730511,Serangoon mrt,0.682656549,133.9
93,2017-03,SERANGOON,5 ROOM,01 TO 03,121,Improved,1986,68 years 03 months,660000,331 SERANGOON AVE 3,1.34964854,103.8702122,Serangoon mrt,0.304956933,133.9
94,2017-03,SERANGOON,5 ROOM,04 TO 06,115,Improved,1999,81 years 03 months,735000,257 SERANGOON CTRL DR,1.355126126,103.8720297,Serangoon mrt,0.503574,133.9
95,2017-03,SERANGOON,EXECUTIVE,04 TO 06,150,Maisonette,1985,67 years 06 months,633000,123 SERANGOON NTH AVE 1,1.366958513,103.8725936,Kovan mrt,1.53721653,133.9
96,2017-03,SERANGOON,EXECUTIVE,07 TO 09,147,Apartment,1992,74 years 08 months,655000,506B SERANGOON NTH AVE 4,1.372473616,103.8758021,Kovan mrt,1.693590244,133.9
97,2017-03,SERANGOON,EXECUTIVE,04 TO 06,147,Maisonette,1992,74 years 08 months,660000,535 SERANGOON NTH AVE 4,1.373806031,103.8739802,Kovan mrt,1.932086775,133.9
98,2017-03,SERANGOON,EXECUTIVE,01 TO 03,146,Maisonette,1986,68 years 11 months,675000,142 SERANGOON NTH AVE 1,1.367389232,103.8736355,Kovan mrt,1.464892063,133.9
99,2017-03,SERANGOON,EXECUTIVE,07 TO 09,150,Maisonette,1986,67 years 11 months,700000,125 SERANGOON NTH AVE 1,1.366450633,103.8721108,Kovan mrt,1.55683583,133.9
100,2017-03,SERANGOON,EXECUTIVE,07 TO 09,141,Apartment,1998,80 years 03 months,740000,234A SERANGOON AVE 2,1.354295429,103.8691696,Serangoon mrt,0.56977135,133.9
101,2017-03,SERANGOON,EXECUTIVE,04 TO 06,140,Apartment,1998,80 years 03 months,800000,232A SERANGOON AVE 2,1.354254191,103.868543,Lorong Chuan mrt,0.512872733,133.9
102,2017-03,SERANGOON,EXECUTIVE,04 TO 06,146,Maisonette,1986,67 years 10 months,858000,321 SERANGOON AVE 2,1.351205269,103.8677695,Lorong Chuan mrt,0.331089043,133.9
103,2017-04,SERANGOON,3 ROOM,04 TO 06,60,Improved,1985,67 years,260000,105 SERANGOON NTH AVE 1,1.370247459,103.870226,Kovan mrt,1.957088713,133.7
104,2017-04,SERANGOON,3 ROOM,01 TO 03,64,Simplified,1988,70 years 04 months,268000,147 SERANGOON NTH AVE 1,1.36847951,103.8726629,Kovan mrt,1.622778223,133.7
105,2017-04,SERANGOON,3 ROOM,01 TO 03,64,Improved,1978,60 years 01 month,285000,5 LOR LEW LIAN,1.350032028,103.8768418,Serangoon mrt,0.457822886,133.7
106,2017-04,SERANGOON,3 ROOM,04 TO 06,60,Improved,1985,66 years 11 months,290000,306 SERANGOON AVE 2,1.354170254,103.8668857,Lorong Chuan mrt,0.37202226,133.7
107,2017-04,SERANGOON,3 ROOM,13 TO 15,60,Improved,1984,66 years 05 months,290000,107 SERANGOON NTH AVE 1,1.369900397,103.8702249,Kovan mrt,1.935007685,133.7
108,2017-04,SERANGOON,3 ROOM,04 TO 06,64,Simplified,1986,68 years 03 months,290000,153 SERANGOON NTH AVE 1,1.369950997,103.8723123,Kovan mrt,1.75293895,133.7
109,2017-04,SERANGOON,3 ROOM,07 TO 09,64,Improved,1978,60 years 01 month,328000,4 LOR LEW LIAN,1.350262004,103.8764851,Serangoon mrt,0.415296502,133.7
110,2017-04,SERANGOON,3 ROOM,07 TO 09,69,Improved,1985,66 years 11 months,350000,302 SERANGOON AVE 2,1.353180211,103.8671195,Lorong Chuan mrt,0.314932019,133.7
111,2017-04,SERANGOON,3 ROOM,04 TO 06,64,Simplified,1985,67 years 08 months,395000,201 SERANGOON CTRL,1.350977799,103.8735955,Serangoon mrt,0.099267299,133.7
112,2017-04,SERANGOON,3 ROOM,04 TO 06,78,Simplified,1988,70 years 08 months,435000,254 SERANGOON CTRL DR,1.354062299,103.8712169,Serangoon mrt,0.416742396,133.7
113,2017-04,SERANGOON,4 ROOM,01 TO 03,91,New Generation,1985,67 years 06 months,300000,103 SERANGOON NTH AVE 1,1.37067353,103.8702639,Kovan mrt,1.981618688,133.7
114,2017-04,SERANGOON,4 ROOM,01 TO 03,91,New Generation,1985,67 years 03 months,308000,126 SERANGOON NTH AVE 1,1.366058217,103.8718749,Kovan mrt,1.560723158,133.7
115,2017-04,SERANGOON,4 ROOM,01 TO 03,83,Simplified,1986,68 years 02 months,335000,154 SERANGOON NTH AVE 1,1.370129834,103.8731155,Kovan mrt,1.697862822,133.7
116,2017-04,SERANGOON,4 ROOM,01 TO 03,100,Model A,1998,79 years 09 months,380000,548 SERANGOON NTH AVE 3,1.373158698,103.8706759,Kovan mrt,2.124571939,133.7
117,2017-04,SERANGOON,4 ROOM,10 TO 12,101,Model A,1997,79 years 01 month,390000,508 SERANGOON NTH AVE 4,1.37184771,103.8757613,Kovan mrt,1.639950879,133.7
118,2017-04,SERANGOON,4 ROOM,01 TO 03,93,New Generation,1985,66 years 10 months,410888,214 SERANGOON AVE 4,1.357324352,103.8736335,Serangoon mrt,0.746018582,133.7
119,2017-04,SERANGOON,4 ROOM,04 TO 06,100,Model A,1997,79 years 01 month,411500,507 SERANGOON NTH AVE 4,1.371957256,103.8752672,Kovan mrt,1.682702762,133.7
120,2017-04,SERANGOON,4 ROOM,10 TO 12,96,New Generation,1984,66 years 08 months,450000,227 SERANGOON AVE 4,1.356470981,103.8711268,Serangoon mrt,0.670922319,133.7
121,2017-04,SERANGOON,4 ROOM,04 TO 06,84,Simplified,1986,67 years 09 months,455000,246 SERANGOON AVE 3,1.351922705,103.8696608,Serangoon mrt,0.374395784,133.7
122,2017-04,SERANGOON,4 ROOM,04 TO 06,84,Simplified,1985,67 years 02 months,472500,235 SERANGOON AVE 3,1.355110761,103.8699347,Serangoon mrt,0.587165978,133.7
123,2017-04,SERANGOON,4 ROOM,04 TO 06,96,New Generation,1985,66 years 10 months,485000,230 SERANGOON AVE 4,1.355949453,103.869581,Serangoon mrt,0.686726876,133.7
124,2017-04,SERANGOON,4 ROOM,01 TO 03,84,Simplified,1986,68 years 01 month,490000,327 SERANGOON AVE 3,1.350599267,103.8685149,Lorong Chuan mrt,0.424768873,133.7
125,2017-04,SERANGOON,4 ROOM,07 TO 09,84,Simplified,1985,67 years 03 months,500000,240 SERANGOON AVE 2,1.353237675,103.8694125,Serangoon mrt,0.471871127,133.7
126,2017-04,SERANGOON,4 ROOM,07 TO 09,105,Model A,1989,71 years 02 months,630000,425 SERANGOON AVE 1,1.348126435,103.8766051,Serangoon mrt,0.508783534,133.7
127,2017-04,SERANGOON,5 ROOM,01 TO 03,121,Improved,1985,67 years 06 months,425000,117 SERANGOON NTH AVE 1,1.36797575,103.8708627,Kovan mrt,1.760272353,133.7
128,2017-04,SERANGOON,5 ROOM,04 TO 06,122,Improved,1992,74 years 07 months,478000,529 SERANGOON NTH AVE 4,1.372800322,103.872108,Kovan mrt,1.983536503,133.7
129,2017-04,SERANGOON,5 ROOM,07 TO 09,122,Improved,1987,69 years 05 months,488000,143 SERANGOON NTH AVE 1,1.367360767,103.8729254,Kovan mrt,1.52904236,133.7
130,2017-04,SERANGOON,5 ROOM,01 TO 03,126,Improved,1992,74 years 06 months,490000,504 SERANGOON NTH AVE 4,1.373878432,103.8763079,Kovan mrt,1.794024891,133.7
131,2017-04,SERANGOON,5 ROOM,10 TO 12,124,Improved,1992,74 years 07 months,496888,500 SERANGOON NTH AVE 4,1.374526016,103.8757442,Kovan mrt,1.887647153,133.7
132,2017-04,SERANGOON,5 ROOM,10 TO 12,122,Improved,1992,74 years 07 months,512000,533 SERANGOON NTH AVE 4,1.37453578,103.8745983,Kovan mrt,1.957386281,133.7
133,2017-04,SERANGOON,5 ROOM,07 TO 09,134,Adjoined flat,1985,66 years 10 months,691900,230 SERANGOON AVE 4,1.355949453,103.869581,Serangoon mrt,0.686726876,133.7
134,2017-04,SERANGOON,5 ROOM,04 TO 06,121,Improved,1986,67 years 09 months,735000,246 SERANGOON AVE 3,1.351922705,103.8696608,Serangoon mrt,0.374395784,133.7
135,2017-04,SERANGOON,5 ROOM,13 TO 15,115,Improved,1999,81 years 01 month,750000,258 SERANGOON CTRL DR,1.355169376,103.8727087,Serangoon mrt,0.501590241,133.7
136,2017-04,SERANGOON,EXECUTIVE,04 TO 06,149,Maisonette,1992,74 years 07 months,635000,537 SERANGOON NTH AVE 4,1.373860578,103.8730179,Kovan mrt,2.003406342,133.7
137,2017-04,SERANGOON,EXECUTIVE,07 TO 09,141,Apartment,1997,79 years 07 months,692888,544 SERANGOON NTH AVE 3,1.374409593,103.8709312,Kovan mrt,2.202697249,133.7
138,2017-04,SERANGOON,EXECUTIVE,13 TO 15,146,Apartment,1992,74 years 07 months,710000,516 SERANGOON NTH AVE 4,1.371238381,103.8733069,Kovan mrt,1.766783581,133.7
139,2017-04,SERANGOON,EXECUTIVE,01 TO 03,140,Apartment,1998,80 years 02 months,784000,234A SERANGOON AVE 2,1.354295429,103.8691696,Serangoon mrt,0.56977135,133.7
140,2017-04,SERANGOON,EXECUTIVE,13 TO 15,141,Apartment,1998,80 years 02 months,825000,232A SERANGOON AVE 2,1.354254191,103.868543,Lorong Chuan mrt,0.512872733,133.7
141,2017-04,SERANGOON,EXECUTIVE,13 TO 15,151,Maisonette,1985,67 years 02 months,940888,318 SERANGOON AVE 2,1.352840462,103.8671648,Lorong Chuan mrt,0.299172892,133.7
142,2017-05,SERANGOON,3 ROOM,04 TO 06,67,New Generation,1984,66 years 07 months,290000,227 SERANGOON AVE 4,1.356470981,103.8711268,Serangoon mrt,0.670922319,133.7
143,2017-05,SERANGOON,3 ROOM,10 TO 12,67,New Generation,1984,66 years 07 months,315000,219 SERANGOON AVE 4,1.358358825,103.872182,Serangoon mrt,0.856730916,133.7
144,2017-05,SERANGOON,3 ROOM,01 TO 03,70,Improved,1985,66 years 10 months,333000,302 SERANGOON AVE 2,1.353180211,103.8671195,Lorong Chuan mrt,0.314932019,133.7
145,2017-05,SERANGOON,3 ROOM,07 TO 09,64,Improved,1983,65 years 01 month,345000,2 LOR LEW LIAN,1.35052006,103.8755605,Serangoon mrt,0.31062235,133.7
146,2017-05,SERANGOON,3 ROOM,04 TO 06,67,New Generation,1984,66 years 07 months,355000,227 SERANGOON AVE 4,1.356470981,103.8711268,Serangoon mrt,0.670922319,133.7
