Id,month,town,flat_type,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,,resale_price,full_address,X_coordinates,Y_coordinates,Closest_Mrt,Mrt_Distance,Price Index
1,2017-01,HOUGANG,2 ROOM,10 TO 12,47,Model A,2012,94 years 04 months,94,252000,986A BUANGKOK CRES,1.381916946,103.8798037,Buangkok mrt,1.487183778,133.9
2,2017-01,HOUGANG,3 ROOM,01 TO 03,73,New Generation,1978,60 years 04 months,,260000,22 HOUGANG AVE 3,1.364285424,103.8904679,Hougang mrt,0.698056154,133.9
3,2017-01,HOUGANG,3 ROOM,01 TO 03,60,Improved,1987,69 years,,268000,644 HOUGANG AVE 8,1.371437365,103.8812611,Hougang mrt,1.230295842,133.9
4,2017-01,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1978,60 years 05 months,,269000,24 HOUGANG AVE 3,1.365512261,103.8920855,Hougang mrt,0.533604092,133.9
5,2017-01,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1984,66 years 03 months,,270000,108 HOUGANG AVE 1,1.352773933,103.8900932,Kovan mrt,1.0046931,133.9
6,2017-01,HOUGANG,3 ROOM,01 TO 03,60,Improved,1985,67 years 09 months,,275000,619 HOUGANG AVE 8,1.369847708,103.8837012,Hougang mrt,0.954207136,133.9
7,2017-01,HOUGANG,3 ROOM,04 TO 06,69,Improved,1985,67 years 06 months,,280000,623 HOUGANG AVE 8,1.370513873,103.8823235,Hougang mrt,1.106184873,133.9
8,2017-01,HOUGANG,3 ROOM,04 TO 06,68,New Generation,1983,65 years 04 months,,285000,311 HOUGANG AVE 5,1.365667331,103.8948537,Hougang mrt,0.591236191,133.9
9,2017-01,HOUGANG,3 ROOM,04 TO 06,64,Simplified,1986,68 years 04 months,,290000,501 HOUGANG AVE 8,1.372052696,103.8865314,Hougang mrt,0.665411278,133.9
10,2017-01,HOUGANG,3 ROOM,07 TO 09,64,Simplified,1986,68 years 09 months,,290000,698 HOUGANG ST 61,1.37506139,103.8869105,Hougang mrt,0.792350354,133.9
11,2017-01,HOUGANG,3 ROOM,04 TO 06,64,Simplified,1986,68 years 09 months,,292000,698 HOUGANG ST 61,1.37506139,103.8869105,Hougang mrt,0.792350354,133.9
12,2017-01,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1983,65 years,,292000,307 HOUGANG AVE 5,1.366659994,103.8950097,Hougang mrt,0.508554792,133.9
13,2017-01,HOUGANG,3 ROOM,07 TO 09,73,New Generation,1978,60 years 04 months,,305000,21 HOUGANG AVE 3,1.364245984,103.8914777,Hougang mrt,0.678892654,133.9
14,2017-01,HOUGANG,3 ROOM,10 TO 12,67,New Generation,1983,65 years 02 months,,308000,322 HOUGANG AVE 5,1.367098554,103.8969787,Hougang mrt,0.63530279,133.9
15,2017-01,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1983,65 years 09 months,,309888,308 HOUGANG AVE 5,1.366809108,103.895756,Hougang mrt,0.55063278,133.9
16,2017-01,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1984,66 years 11 months,,316500,154 HOUGANG ST 11,1.352202953,103.8801732,Serangoon mrt,0.841788129,133.9
17,2017-01,HOUGANG,4 ROOM,07 TO 09,98,New Generation,1985,67 years 10 months,,320000,339 HOUGANG AVE 7,1.370025457,103.8985723,Hougang mrt,0.703118919,133.9
18,2017-01,HOUGANG,4 ROOM,01 TO 03,85,Simplified,1989,71 years 07 months,,335000,681 HOUGANG AVE 8,1.372978403,103.8856792,Hougang mrt,0.788730304,133.9
19,2017-01,HOUGANG,4 ROOM,01 TO 03,93,New Generation,1993,75 years 03 months,,338000,314 HOUGANG AVE 5,1.364764652,103.8942188,Hougang mrt,0.653284167,133.9
20,2017-01,HOUGANG,4 ROOM,01 TO 03,91,New Generation,1985,67 years 05 months,,350000,336 HOUGANG AVE 7,1.36930321,103.8983512,Hougang mrt,0.687212742,133.9
21,2017-01,HOUGANG,4 ROOM,04 TO 06,93,New Generation,1983,65 years 01 month,,353000,321 HOUGANG AVE 5,1.367101312,103.898278,Hougang mrt,0.759017874,133.9
22,2017-01,HOUGANG,4 ROOM,10 TO 12,84,Simplified,1985,67 years 07 months,,357000,602 HOUGANG AVE 4,1.371232979,103.886918,Hougang mrt,0.602932714,133.9
23,2017-01,HOUGANG,4 ROOM,04 TO 06,91,New Generation,1985,67 years 06 months,,358000,709 HOUGANG AVE 2,1.367061427,103.8880773,Hougang mrt,0.589797808,133.9
24,2017-01,HOUGANG,4 ROOM,01 TO 03,104,Model A,1987,69 years,,360000,674 HOUGANG AVE 8,1.372172878,103.8846458,Hougang mrt,0.871593806,133.9
25,2017-01,HOUGANG,4 ROOM,04 TO 06,92,Model A2,1997,79 years 10 months,,380000,165 HOUGANG AVE 1,1.350254259,103.8877953,Kovan mrt,1.12825535,133.9
26,2017-01,HOUGANG,4 ROOM,04 TO 06,104,Model A,1983,65 years 04 months,,390000,332 HOUGANG AVE 5,1.368405832,103.8978204,Hougang mrt,0.65434647,133.9
27,2017-01,HOUGANG,4 ROOM,04 TO 06,104,Model A,1985,67 years 03 months,,390000,135 LOR AH SOO,1.349758254,103.8868101,Bartley mrt,1.093383118,133.9
28,2017-01,HOUGANG,4 ROOM,07 TO 09,105,Model A,1989,71 years 06 months,,398000,419 HOUGANG AVE 8,1.376128653,103.8948313,Hougang mrt,0.701585036,133.9
29,2017-01,HOUGANG,4 ROOM,10 TO 12,101,Model A,1998,80 years,,403000,938 HOUGANG ST 92,1.37428772,103.8796786,Hougang mrt,1.466984343,133.9
30,2017-01,HOUGANG,4 ROOM,07 TO 09,103,Model A,1991,73 years 04 months,,418000,435 HOUGANG AVE 8,1.377528001,103.8936032,Buangkok mrt,0.684597832,133.9
31,2017-01,HOUGANG,4 ROOM,07 TO 09,100,Model A,1998,80 years 10 months,,420000,699B HOUGANG ST 52,1.376702901,103.888277,Hougang mrt,0.832162329,133.9
32,2017-01,HOUGANG,4 ROOM,13 TO 15,96,New Generation,1984,66 years 09 months,,420000,155 HOUGANG ST 11,1.352653389,103.8802927,Serangoon mrt,0.866290731,133.9
33,2017-01,HOUGANG,4 ROOM,04 TO 06,105,Model A,1990,72 years 03 months,,430000,445 HOUGANG AVE 8,1.379118191,103.8942909,Buangkok mrt,0.524495772,133.9
34,2017-01,HOUGANG,4 ROOM,10 TO 12,104,Model A,1986,68 years,,430000,617 HOUGANG AVE 8,1.369297892,103.8838268,Hougang mrt,0.945683914,133.9
35,2017-01,HOUGANG,4 ROOM,07 TO 09,91,New Generation,1986,68 years,,431000,411 HOUGANG AVE 10,1.374094139,103.8953126,Hougang mrt,0.536729695,133.9
36,2017-01,HOUGANG,4 ROOM,13 TO 15,113,Model A,1990,72 years 04 months,,433000,448 HOUGANG AVE 10,1.379115141,103.8951191,Buangkok mrt,0.556227276,133.9
37,2017-01,HOUGANG,4 ROOM,10 TO 12,108,Model A,1984,66 years 11 months,,438000,142 LOR AH SOO,1.35302664,103.8828876,Kovan mrt,0.780988908,133.9
38,2017-01,HOUGANG,4 ROOM,10 TO 12,103,Model A,1992,74 years 08 months,,442500,557 HOUGANG ST 51,1.37994979,103.8904387,Buangkok mrt,0.505840494,133.9
39,2017-01,HOUGANG,4 ROOM,04 TO 06,105,Model A,1992,74 years 09 months,,457000,465 UPP SERANGOON RD,1.371907883,103.8970129,Hougang mrt,0.556623559,133.9
40,2017-01,HOUGANG,4 ROOM,13 TO 15,104,Model A,1992,74 years 08 months,,510000,835 HOUGANG CTRL,1.370363556,103.8899996,Hougang mrt,0.251770916,133.9
41,2017-01,HOUGANG,5 ROOM,01 TO 03,120,Improved,1998,80 years 02 months,,402800,922 HOUGANG ST 91,1.376371236,103.8835196,Hougang mrt,1.179857214,133.9
42,2017-01,HOUGANG,5 ROOM,07 TO 09,121,Improved,1997,79 years 10 months,,420000,912 HOUGANG ST 91,1.37849281,103.8840164,Buangkok mrt,1.158214819,133.9
43,2017-01,HOUGANG,5 ROOM,04 TO 06,116,Improved,1999,81 years 10 months,,420000,971 HOUGANG ST 91,1.378229936,103.8796963,Buangkok mrt,1.604228283,133.9
44,2017-01,HOUGANG,5 ROOM,01 TO 03,120,Improved,1998,80 years 01 month,,420000,941 HOUGANG ST 92,1.37356291,103.8791847,Hougang mrt,1.498454253,133.9
45,2017-01,HOUGANG,5 ROOM,07 TO 09,110,Improved,2004,86 years 05 months,,425000,984D BUANGKOK LINK,1.382373758,103.8809546,Buangkok mrt,1.35395733,133.9
46,2017-01,HOUGANG,5 ROOM,16 TO 18,110,Improved,2003,85 years 06 months,,450000,978D BUANGKOK CRES,1.380031671,103.8794136,Buangkok mrt,1.570664561,133.9
47,2017-01,HOUGANG,5 ROOM,10 TO 12,118,Improved,1997,79 years 01 month,,450000,572 HOUGANG ST 51,1.378270725,103.8874851,Buangkok mrt,0.862073384,133.9
48,2017-01,HOUGANG,5 ROOM,07 TO 09,121,Improved,1998,80 years 01 month,,450000,915 HOUGANG ST 91,1.377521837,103.8838133,Hougang mrt,1.231082759,133.9
49,2017-01,HOUGANG,5 ROOM,13 TO 15,122,Improved,1998,80 years 01 month,,455000,915 HOUGANG ST 91,1.377521837,103.8838133,Hougang mrt,1.231082759,133.9
50,2017-01,HOUGANG,5 ROOM,10 TO 12,117,Improved,1997,79 years 05 months,,459888,570 HOUGANG ST 51,1.377965042,103.88822,Buangkok mrt,0.830808795,133.9
51,2017-01,HOUGANG,5 ROOM,16 TO 18,120,Improved,1998,80 years 07 months,,465000,919 HOUGANG AVE 4,1.375998644,103.8841214,Hougang mrt,1.101331299,133.9
52,2017-01,HOUGANG,5 ROOM,04 TO 06,120,Improved,1997,79 years 10 months,,470000,912 HOUGANG ST 91,1.37849281,103.8840164,Buangkok mrt,1.158214819,133.9
53,2017-01,HOUGANG,5 ROOM,10 TO 12,122,Improved,1986,68 years 07 months,,480000,610 HOUGANG AVE 8,1.370312635,103.8851256,Hougang mrt,0.794171556,133.9
54,2017-01,HOUGANG,5 ROOM,10 TO 12,115,Improved,1999,81 years 04 months,,481000,958 HOUGANG ST 91,1.376635679,103.8797875,Hougang mrt,1.553259996,133.9
55,2017-01,HOUGANG,5 ROOM,10 TO 12,120,Improved,1998,80 years 06 months,,485000,929 HOUGANG ST 91,1.376032043,103.8814979,Hougang mrt,1.353441846,133.9
56,2017-01,HOUGANG,5 ROOM,07 TO 09,128,Improved,1992,74 years 09 months,,495000,456 HOUGANG AVE 10,1.377171374,103.895401,Buangkok mrt,0.767246864,133.9
57,2017-01,HOUGANG,5 ROOM,07 TO 09,120,Improved,1998,80 years,,520000,171 HOUGANG AVE 1,1.351136373,103.889169,Kovan mrt,1.10002065,133.9
58,2017-01,HOUGANG,5 ROOM,01 TO 03,140,Model A-Maisonette,1984,66 years 11 months,,585000,136 LOR AH SOO,1.349664367,103.8863021,Bartley mrt,1.048230468,133.9
59,2017-01,HOUGANG,5 ROOM,07 TO 09,124,Improved,1992,74 years 08 months,,605000,466 HOUGANG AVE 8,1.372519921,103.8970056,Hougang mrt,0.580599751,133.9
60,2017-01,HOUGANG,5 ROOM,16 TO 18,123,Improved,1999,81 years 10 months,,633000,372 HOUGANG ST 31,1.362990379,103.8904639,Kovan mrt,0.746940299,133.9
61,2017-01,HOUGANG,5 ROOM,13 TO 15,124,Improved,1992,74 years 08 months,,675000,461 HOUGANG AVE 10,1.372736224,103.8946293,Hougang mrt,0.37407945,133.9
62,2017-01,HOUGANG,EXECUTIVE,01 TO 03,141,Apartment,1998,80 years 01 month,,575000,940 HOUGANG ST 92,1.373483071,103.8797778,Hougang mrt,1.432264448,133.9
63,2017-01,HOUGANG,EXECUTIVE,01 TO 03,150,Maisonette,1992,74 years 11 months,,605000,538 HOUGANG ST 52,1.377822733,103.8903232,Buangkok mrt,0.716652231,133.9
64,2017-01,HOUGANG,EXECUTIVE,04 TO 06,148,Maisonette,1986,68 years 07 months,,608888,628 HOUGANG AVE 8,1.369561785,103.8805075,Kovan mrt,1.156640544,133.9
65,2017-01,HOUGANG,EXECUTIVE,01 TO 03,156,Maisonette,1986,68 years 08 months,,650000,407 HOUGANG AVE 10,1.372965097,103.8956733,Hougang mrt,0.47826731,133.9
66,2017-01,HOUGANG,EXECUTIVE,10 TO 12,157,Maisonette,1986,68 years 05 months,,692000,705 HOUGANG AVE 2,1.365649035,103.888264,Hougang mrt,0.682924681,133.9
67,2017-02,HOUGANG,3 ROOM,04 TO 06,59,Improved,1975,57 years 05 months,,248000,2 HOUGANG AVE 3,1.363137208,103.8931845,Hougang mrt,0.802462388,133.9
68,2017-02,HOUGANG,3 ROOM,04 TO 06,59,Improved,1975,57 years 06 months,,260000,2 HOUGANG AVE 3,1.363137208,103.8931845,Hougang mrt,0.802462388,133.9
69,2017-02,HOUGANG,3 ROOM,04 TO 06,64,Simplified,1988,70 years 08 months,,266000,677 HOUGANG AVE 8,1.371129016,103.8843189,Hougang mrt,0.888296193,133.9
70,2017-02,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1978,60 years 03 months,,270000,24 HOUGANG AVE 3,1.365512261,103.8920855,Hougang mrt,0.533604092,133.9
71,2017-02,HOUGANG,3 ROOM,01 TO 03,64,Simplified,1986,68 years 06 months,,278000,679 HOUGANG AVE 8,1.371463501,103.8847446,Hougang mrt,0.845828064,133.9
72,2017-02,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1984,66 years 01 month,,280000,108 HOUGANG AVE 1,1.352773933,103.8900932,Kovan mrt,1.0046931,133.9
73,2017-02,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1984,66 years 01 month,,280000,108 HOUGANG AVE 1,1.352773933,103.8900932,Kovan mrt,1.0046931,133.9
74,2017-02,HOUGANG,3 ROOM,01 TO 03,60,Improved,1987,68 years 11 months,,285000,645 HOUGANG AVE 8,1.371759944,103.881456,Hougang mrt,1.212831719,133.9
75,2017-02,HOUGANG,3 ROOM,01 TO 03,69,Improved,1987,68 years 11 months,,285000,645 HOUGANG AVE 8,1.371759944,103.881456,Hougang mrt,1.212831719,133.9
76,2017-02,HOUGANG,3 ROOM,13 TO 15,64,Simplified,1988,70 years 08 months,,290000,677 HOUGANG AVE 8,1.371129016,103.8843189,Hougang mrt,0.888296193,133.9
77,2017-02,HOUGANG,3 ROOM,10 TO 12,74,Model A,1984,66 years 08 months,,305000,240 HOUGANG ST 22,1.356422666,103.8906517,Kovan mrt,0.785816209,133.9
78,2017-02,HOUGANG,3 ROOM,10 TO 12,67,Model A,2012,94 years 04 months,,315000,986A BUANGKOK CRES,1.381916946,103.8798037,Buangkok mrt,1.487183778,133.9
79,2017-02,HOUGANG,3 ROOM,10 TO 12,67,Model A,2012,94 years 03 months,,325000,986A BUANGKOK CRES,1.381916946,103.8798037,Buangkok mrt,1.487183778,133.9
80,2017-02,HOUGANG,3 ROOM,10 TO 12,67,Model A,2012,94 years 04 months,,330000,986B BUANGKOK CRES,1.382272735,103.8801292,Buangkok mrt,1.446483328,133.9
81,2017-02,HOUGANG,3 ROOM,10 TO 12,82,New Generation,1981,63 years 06 months,,330000,125 HOUGANG AVE 1,1.352409842,103.8864916,Kovan mrt,0.857724638,133.9
82,2017-02,HOUGANG,3 ROOM,07 TO 09,74,Model A,1985,67 years 02 months,,338000,135 LOR AH SOO,1.349758254,103.8868101,Bartley mrt,1.093383118,133.9
83,2017-02,HOUGANG,4 ROOM,04 TO 06,93,New Generation,1983,65 years 06 months,,320000,317 HOUGANG AVE 7,1.365299662,103.8964548,Hougang mrt,0.72644387,133.9
84,2017-02,HOUGANG,4 ROOM,01 TO 03,84,Simplified,1986,67 years 11 months,,325000,611 HOUGANG AVE 8,1.369971817,103.8847454,Hougang mrt,0.837441494,133.9
85,2017-02,HOUGANG,4 ROOM,04 TO 06,84,Simplified,1985,67 years 07 months,,346000,606 HOUGANG AVE 4,1.370677344,103.885941,Hougang mrt,0.704443094,133.9
86,2017-02,HOUGANG,4 ROOM,07 TO 09,85,Model A2,2003,85 years 03 months,,355000,980C BUANGKOK CRES,1.380031791,103.8809713,Buangkok mrt,1.403881645,133.9
87,2017-02,HOUGANG,4 ROOM,04 TO 06,92,Model A2,1997,79 years 09 months,,358000,910 HOUGANG ST 91,1.378888443,103.8828273,Buangkok mrt,1.255642468,133.9
88,2017-02,HOUGANG,4 ROOM,10 TO 12,99,New Generation,1984,66 years 08 months,,368000,248 HOUGANG AVE 3,1.35937035,103.8925875,Kovan mrt,0.902547622,133.9
89,2017-02,HOUGANG,4 ROOM,01 TO 03,93,New Generation,1983,65 years 05 months,,370000,328 HOUGANG AVE 5,1.368743698,103.8967971,Hougang mrt,0.534510607,133.9
90,2017-02,HOUGANG,4 ROOM,04 TO 06,103,Model A,1987,69 years 09 months,,378000,690 HOUGANG ST 61,1.376932057,103.885697,Hougang mrt,1.032430207,133.9
91,2017-02,HOUGANG,4 ROOM,13 TO 15,100,Model A,1998,80 years,,378000,922 HOUGANG ST 91,1.376371236,103.8835196,Hougang mrt,1.179857214,133.9
92,2017-02,HOUGANG,4 ROOM,07 TO 09,106,Model A,1992,74 years 07 months,,380000,554 HOUGANG ST 51,1.378743306,103.8896814,Buangkok mrt,0.663496598,133.9
93,2017-02,HOUGANG,4 ROOM,07 TO 09,98,New Generation,1987,68 years 11 months,,390000,710 HOUGANG AVE 2,1.366658489,103.887917,Hougang mrt,0.631690254,133.9
94,2017-02,HOUGANG,4 ROOM,13 TO 15,90,Model A,2003,85 years 03 months,,400000,980D BUANGKOK CRES,1.380493247,103.8809405,Buangkok mrt,1.393336387,133.9
95,2017-02,HOUGANG,4 ROOM,10 TO 12,90,Model A,2003,85 years 05 months,,400888,978C BUANGKOK CRES,1.380015003,103.8787419,Buangkok mrt,1.643457048,133.9
96,2017-02,HOUGANG,4 ROOM,10 TO 12,101,Model A,1999,81 years 02 months,,405000,952 HOUGANG AVE 9,1.37529715,103.8777321,Hougang mrt,1.707540633,133.9
97,2017-02,HOUGANG,4 ROOM,04 TO 06,113,Model A,1989,71 years 07 months,,408000,417 HOUGANG AVE 8,1.376459245,103.8948573,Hougang mrt,0.736247346,133.9
98,2017-02,HOUGANG,4 ROOM,07 TO 09,98,Model A,1997,79 years 01 month,,408000,568 HOUGANG ST 51,1.378091904,103.88899,Buangkok mrt,0.766739225,133.9
99,2017-02,HOUGANG,4 ROOM,07 TO 09,103,Model A,1992,74 years 08 months,,408800,554 HOUGANG ST 51,1.378743306,103.8896814,Buangkok mrt,0.663496598,133.9
100,2017-02,HOUGANG,4 ROOM,13 TO 15,90,Model A,2003,85 years 04 months,,410000,981D BUANGKOK CRES,1.380452308,103.8793332,Buangkok mrt,1.568028698,133.9
101,2017-02,HOUGANG,4 ROOM,01 TO 03,101,Model A,1997,79 years 10 months,,430000,161 HOUGANG ST 11,1.352538494,103.8787026,Serangoon mrt,0.692840098,133.9
102,2017-02,HOUGANG,4 ROOM,10 TO 12,105,Model A,1992,74 years 08 months,,430000,457 HOUGANG AVE 10,1.376974341,103.8959986,Buangkok mrt,0.812277109,133.9
103,2017-02,HOUGANG,4 ROOM,04 TO 06,105,Model A,1992,74 years 07 months,,430000,468 HOUGANG AVE 8,1.373727756,103.8972215,Hougang mrt,0.667399137,133.9
104,2017-02,HOUGANG,4 ROOM,01 TO 03,104,Model A,1992,74 years 07 months,,440000,835 HOUGANG CTRL,1.370363556,103.8899996,Hougang mrt,0.251770916,133.9
105,2017-02,HOUGANG,4 ROOM,13 TO 15,100,Model A,1997,79 years 08 months,,457000,167 HOUGANG AVE 1,1.351815936,103.8884481,Kovan mrt,0.996492054,133.9
106,2017-02,HOUGANG,4 ROOM,13 TO 15,104,Model A,1992,74 years 08 months,,531000,835 HOUGANG CTRL,1.370363556,103.8899996,Hougang mrt,0.251770916,133.9
107,2017-02,HOUGANG,5 ROOM,01 TO 03,120,Improved,1998,80 years 02 months,,420000,918 HOUGANG AVE 9,1.375584516,103.8835163,Hougang mrt,1.133231774,133.9
108,2017-02,HOUGANG,5 ROOM,10 TO 12,110,Improved,2003,85 years 03 months,,425000,980D BUANGKOK CRES,1.380493247,103.8809405,Buangkok mrt,1.393336387,133.9
109,2017-02,HOUGANG,5 ROOM,07 TO 09,110,Improved,2003,85 years 05 months,,430000,979C BUANGKOK CRES,1.379538909,103.8799544,Buangkok mrt,1.528085481,133.9
110,2017-02,HOUGANG,5 ROOM,10 TO 12,110,Improved,2004,86 years 03 months,,430000,984D BUANGKOK LINK,1.382373758,103.8809546,Buangkok mrt,1.35395733,133.9
111,2017-02,HOUGANG,5 ROOM,04 TO 06,121,Improved,1985,67 years,,440000,251 HOUGANG AVE 3,1.359956831,103.8916293,Kovan mrt,0.794018242,133.9
112,2017-02,HOUGANG,5 ROOM,04 TO 06,110,Improved,2004,86 years 03 months,,440000,984D BUANGKOK LINK,1.382373758,103.8809546,Buangkok mrt,1.35395733,133.9
113,2017-02,HOUGANG,5 ROOM,07 TO 09,123,Improved,1985,67 years 07 months,,460000,339 HOUGANG AVE 7,1.370025457,103.8985723,Hougang mrt,0.703118919,133.9
114,2017-02,HOUGANG,5 ROOM,10 TO 12,120,Improved,1997,79 years 10 months,,463000,912 HOUGANG ST 91,1.37849281,103.8840164,Buangkok mrt,1.158214819,133.9
115,2017-02,HOUGANG,5 ROOM,04 TO 06,122,Improved,1990,72 years 10 months,,470000,436 HOUGANG AVE 8,1.377209778,103.8938456,Buangkok mrt,0.722457625,133.9
116,2017-02,HOUGANG,5 ROOM,10 TO 12,134,Model A,1983,65 years 01 month,,478000,306 HOUGANG AVE 5,1.367197637,103.8954966,Hougang mrt,0.499927123,133.9
117,2017-02,HOUGANG,5 ROOM,04 TO 06,121,Improved,1988,70 years 01 month,,485000,526 HOUGANG AVE 6,1.374407401,103.8905638,Hougang mrt,0.488373851,133.9
118,2017-02,HOUGANG,5 ROOM,10 TO 12,122,Improved,1998,79 years 11 months,,485000,938 HOUGANG ST 92,1.37428772,103.8796786,Hougang mrt,1.466984343,133.9
119,2017-02,HOUGANG,5 ROOM,10 TO 12,125,Standard,1975,57 years 09 months,,490000,16 HOUGANG AVE 3,1.362822217,103.8910466,Kovan mrt,0.797450358,133.9
120,2017-02,HOUGANG,5 ROOM,10 TO 12,120,Improved,1987,69 years 08 months,,500000,649 HOUGANG AVE 8,1.372366188,103.8805293,Hougang mrt,1.324861333,133.9
121,2017-02,HOUGANG,5 ROOM,13 TO 15,120,Improved,1999,81 years,,512000,699A HOUGANG ST 52,1.376972117,103.8888641,Hougang mrt,0.82560576,133.9
122,2017-02,HOUGANG,5 ROOM,16 TO 18,120,Improved,1998,80 years 03 months,,520000,917 HOUGANG AVE 9,1.374993836,103.8834867,Hougang mrt,1.104116842,133.9
123,2017-02,HOUGANG,5 ROOM,13 TO 15,120,Improved,1987,69 years 07 months,,535000,655 HOUGANG AVE 8,1.373047281,103.8819356,Hougang mrt,1.187673625,133.9
124,2017-02,HOUGANG,5 ROOM,04 TO 06,128,Improved,1992,74 years 08 months,,570000,467 HOUGANG AVE 8,1.373072872,103.8968575,Hougang mrt,0.594349296,133.9
125,2017-02,HOUGANG,5 ROOM,13 TO 15,116,Improved,1997,79 years 01 month,,680000,838 HOUGANG CTRL,1.369877458,103.8914128,Hougang mrt,0.107157659,133.9
126,2017-02,HOUGANG,EXECUTIVE,01 TO 03,137,Apartment,1999,81 years 09 months,,540000,974 HOUGANG ST 91,1.377789046,103.8794445,Hougang mrt,1.647431923,133.9
127,2017-02,HOUGANG,EXECUTIVE,07 TO 09,137,Apartment,1999,81 years 03 months,,590000,959 HOUGANG ST 91,1.376966938,103.8792235,Hougang mrt,1.625794161,133.9
128,2017-02,HOUGANG,EXECUTIVE,13 TO 15,137,Apartment,1999,81 years 06 months,,605000,961 HOUGANG AVE 9,1.377752166,103.8786653,Hougang mrt,1.721112325,133.9
129,2017-02,HOUGANG,EXECUTIVE,01 TO 03,154,Maisonette,1987,69 years 06 months,,630000,640 HOUGANG AVE 8,1.371321491,103.8797557,Kovan mrt,1.368431402,133.9
130,2017-02,HOUGANG,EXECUTIVE,04 TO 06,146,Maisonette,1992,74 years 08 months,,658000,455 HOUGANG AVE 10,1.377482706,103.8954334,Buangkok mrt,0.73626986,133.9
131,2017-02,HOUGANG,EXECUTIVE,07 TO 09,138,Apartment,1997,79 years,,780000,852 HOUGANG CTRL,1.369700518,103.8937572,Hougang mrt,0.180596178,133.9
132,2017-02,HOUGANG,EXECUTIVE,13 TO 15,156,Maisonette,1984,66 years 05 months,,848000,237 HOUGANG ST 21,1.356621419,103.8888577,Kovan mrt,0.60608454,133.9
133,2017-03,HOUGANG,2 ROOM,07 TO 09,47,Model A,2012,94 years 02 months,,255000,986B BUANGKOK CRES,1.382272735,103.8801292,Buangkok mrt,1.446483328,133.9
134,2017-03,HOUGANG,3 ROOM,10 TO 12,59,Improved,1975,57 years 04 months,,240000,1 HOUGANG AVE 3,1.364130973,103.8930013,Hougang mrt,0.690898797,133.9
135,2017-03,HOUGANG,3 ROOM,04 TO 06,71,Improved,1975,57 years 04 months,,258000,6 HOUGANG AVE 3,1.362714463,103.8939805,Hougang mrt,0.864047092,133.9
136,2017-03,HOUGANG,3 ROOM,01 TO 03,67,New Generation,1983,65 years 04 months,,260000,317 HOUGANG AVE 7,1.365299662,103.8964548,Hougang mrt,0.72644387,133.9
137,2017-03,HOUGANG,3 ROOM,10 TO 12,70,Improved,1975,57 years 04 months,,270000,1 HOUGANG AVE 3,1.364130973,103.8930013,Hougang mrt,0.690898797,133.9
138,2017-03,HOUGANG,3 ROOM,04 TO 06,66,New Generation,1982,63 years 11 months,,288000,114 HOUGANG AVE 1,1.352908458,103.8889723,Kovan mrt,0.919945861,133.9
139,2017-03,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1981,63 years 05 months,,289000,125 HOUGANG AVE 1,1.352409842,103.8864916,Kovan mrt,0.857724638,133.9
140,2017-03,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1983,65 years,,296000,327 HOUGANG AVE 5,1.368306832,103.8959876,Hougang mrt,0.471389655,133.9
141,2017-03,HOUGANG,3 ROOM,07 TO 09,74,Model A,1987,69 years 04 months,,296000,660 HOUGANG AVE 8,1.373653601,103.8828669,Hougang mrt,1.108068969,133.9
142,2017-03,HOUGANG,3 ROOM,04 TO 06,67,New Generation,1983,65 years 07 months,,298000,308 HOUGANG AVE 5,1.366809108,103.895756,Hougang mrt,0.55063278,133.9
143,2017-03,HOUGANG,3 ROOM,10 TO 12,73,New Generation,1978,60 years 02 months,,298000,17 HOUGANG AVE 3,1.363434432,103.8909776,Hougang mrt,0.776267623,133.9
144,2017-03,HOUGANG,3 ROOM,07 TO 09,73,New Generation,1978,60 years 02 months,,298000,21 HOUGANG AVE 3,1.364245984,103.8914777,Hougang mrt,0.678892654,133.9
145,2017-03,HOUGANG,5 ROOM,10 TO 12,122,Improved,1986,68 years 06 months,,478000,624 HOUGANG AVE 8,1.370175471,103.8822302,Hougang mrt,1.116529596,133.9
146,2017-03,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1982,64 years 07 months,,300000,309 HOUGANG AVE 5,1.366205547,103.8951524,Hougang mrt,0.558529514,133.9
147,2017-03,HOUGANG,3 ROOM,04 TO 06,74,Model A,1984,66 years 07 months,,300000,240 HOUGANG ST 22,1.356422666,103.8906517,Kovan mrt,0.785816209,133.9
148,2017-03,HOUGANG,3 ROOM,01 TO 03,73,New Generation,1978,60 years 02 months,,302000,19 HOUGANG AVE 3,1.363789616,103.8918133,Hougang mrt,0.72544353,133.9
149,2017-03,HOUGANG,3 ROOM,07 TO 09,67,New Generation,1983,65 years,,302000,327 HOUGANG AVE 5,1.368306832,103.8959876,Hougang mrt,0.471389655,133.9
