month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2017-01,SERANGOON,3 ROOM,225,SERANGOON AVE 4,04 TO 06,67,New Generation,1985,67 years 04 months,292000
2017-01,SERANGOON,3 ROOM,4,LOR LEW LIAN,01 TO 03,73,Improved,1978,60 years 04 months,318000
2017-01,SERANGOON,3 ROOM,219,SERANGOON AVE 4,10 TO 12,67,New Generation,1984,66 years 11 months,319000
2017-01,SERANGOON,3 ROOM,4,LOR LEW LIAN,01 TO 03,64,Improved,1978,60 years 04 months,320000
2017-01,SERANGOON,3 ROOM,311,SERANGOON AVE 2,01 TO 03,73,New Generation,1985,67 years 03 months,320000
2017-01,SERANGOON,3 ROOM,221,SERANGOON AVE 4,07 TO 09,67,New Generation,1984,66 years 11 months,320000
2017-01,SERANGOON,3 ROOM,2,LOR LEW LIAN,10 TO 12,73,Improved,1983,65 years 05 months,377000
2017-01,SERANGOON,4 ROOM,101,SERANGOON NTH AVE 1,04 TO 06,93,New Generation,1985,67 years 02 months,355000
2017-01,SERANGOON,4 ROOM,144,SERANGOON NTH AVE 1,01 TO 03,83,Simplified,1987,69 years 06 months,370000
2017-01,SERANGOON,4 ROOM,109,SERANGOON NTH AVE 1,04 TO 06,91,New Generation,1985,67 years 05 months,390000
2017-01,SERANGOON,4 ROOM,222,SERANGOON AVE 4,01 TO 03,99,New Generation,1985,67 years 08 months,420000
2017-01,SERANGOON,4 ROOM,307,SERANGOON AVE 2,04 TO 06,95,New Generation,1985,67 years 09 months,472000
2017-01,SERANGOON,4 ROOM,401,SERANGOON AVE 1,01 TO 03,105,Model A,1989,71 years 01 month,550000
2017-01,SERANGOON,4 ROOM,407,SERANGOON AVE 1,04 TO 06,109,Model A,1989,71 years 02 months,560000
2017-01,SERANGOON,4 ROOM,420,SERANGOON CTRL,10 TO 12,103,Model A,1989,71 years 10 months,593000
2017-01,SERANGOON,4 ROOM,407,SERANGOON AVE 1,07 TO 09,109,Model A,1989,71 years 02 months,625000
2017-01,SERANGOON,EXECUTIVE,506,SERANGOON NTH AVE 4,04 TO 06,145,Apartment,1992,74 years 10 months,640000
2017-01,SERANGOON,EXECUTIVE,542,SERANGOON NTH AVE 4,07 TO 09,147,Maisonette,1992,74 years 10 months,645000
2017-01,SERANGOON,EXECUTIVE,537,SERANGOON NTH AVE 4,07 TO 09,153,Apartment,1992,74 years 10 months,708000
2017-01,SERANGOON,EXECUTIVE,525,SERANGOON NTH AVE 4,04 TO 06,156,Maisonette,1992,74 years 10 months,735000
2017-02,SERANGOON,3 ROOM,108,SERANGOON NTH AVE 1,10 TO 12,60,Improved,1985,67 years,253000
2017-02,SERANGOON,3 ROOM,113,SERANGOON NTH AVE 1,01 TO 03,67,New Generation,1985,67 years 01 month,260000
2017-02,SERANGOON,3 ROOM,105,SERANGOON NTH AVE 1,10 TO 12,60,Improved,1985,67 years 02 months,268000
2017-02,SERANGOON,3 ROOM,153,SERANGOON NTH AVE 1,04 TO 06,64,Simplified,1986,68 years 06 months,275000
2017-02,SERANGOON,3 ROOM,215,SERANGOON AVE 4,04 TO 06,67,New Generation,1985,67 years 03 months,300000
2017-02,SERANGOON,3 ROOM,253,SERANGOON CTRL DR,04 TO 06,64,Simplified,1988,70 years 05 months,348000
2017-02,SERANGOON,3 ROOM,323,SERANGOON AVE 3,07 TO 09,64,Simplified,1985,67 years 10 months,365000
2017-02,SERANGOON,3 ROOM,203,SERANGOON CTRL,04 TO 06,64,Simplified,1986,67 years 11 months,400000
2017-02,SERANGOON,4 ROOM,103,SERANGOON NTH AVE 1,01 TO 03,91,New Generation,1985,67 years 07 months,336000
2017-02,SERANGOON,4 ROOM,109,SERANGOON NTH AVE 1,07 TO 09,91,New Generation,1985,67 years 03 months,350000
2017-02,SERANGOON,4 ROOM,126,SERANGOON NTH AVE 1,10 TO 12,91,New Generation,1985,67 years 05 months,370000
2017-02,SERANGOON,4 ROOM,528,SERANGOON NTH AVE 4,01 TO 03,104,Model A,1992,74 years 09 months,377000
2017-02,SERANGOON,4 ROOM,528,SERANGOON NTH AVE 4,01 TO 03,104,Model A,1992,74 years 09 months,390000
2017-02,SERANGOON,4 ROOM,219,SERANGOON AVE 4,04 TO 06,91,New Generation,1984,66 years 10 months,400168
2017-02,SERANGOON,4 ROOM,226,SERANGOON AVE 4,13 TO 15,91,New Generation,1984,66 years 05 months,410000
2017-02,SERANGOON,4 ROOM,554,SERANGOON NTH AVE 3,07 TO 09,101,Model A,1997,79 years 06 months,415000
2017-02,SERANGOON,4 ROOM,224,SERANGOON AVE 4,07 TO 09,91,New Generation,1984,66 years 05 months,448000
2017-02,SERANGOON,4 ROOM,225,SERANGOON AVE 4,04 TO 06,92,New Generation,1985,67 years 02 months,450000
2017-02,SERANGOON,4 ROOM,308,SERANGOON AVE 2,01 TO 03,95,New Generation,1985,67 years 03 months,455000
2017-02,SERANGOON,4 ROOM,335,SERANGOON AVE 3,01 TO 03,84,Simplified,1986,68 years 03 months,485000
2017-02,SERANGOON,4 ROOM,328,SERANGOON AVE 3,10 TO 12,84,Simplified,1986,68 years 03 months,525000
2017-02,SERANGOON,4 ROOM,232,SERANGOON AVE 3,10 TO 12,104,Model A,1985,67 years 04 months,595000
2017-02,SERANGOON,4 ROOM,233,SERANGOON AVE 3,07 TO 09,105,Model A,1985,67 years 04 months,600000
2017-02,SERANGOON,5 ROOM,505,SERANGOON NTH AVE 4,07 TO 09,124,Improved,1992,74 years 09 months,470000
2017-02,SERANGOON,5 ROOM,512,SERANGOON NTH AVE 4,04 TO 06,121,Improved,1997,79 years 05 months,520000
2017-02,SERANGOON,5 ROOM,552,SERANGOON NTH AVE 3,16 TO 18,121,Improved,1997,79 years 09 months,545000
2017-02,SERANGOON,EXECUTIVE,123,SERANGOON NTH AVE 1,01 TO 03,150,Maisonette,1985,67 years 07 months,670000
2017-02,SERANGOON,EXECUTIVE,123,SERANGOON NTH AVE 1,10 TO 12,150,Maisonette,1985,67 years 07 months,700000
2017-02,SERANGOON,EXECUTIVE,526,SERANGOON NTH AVE 4,04 TO 06,152,Maisonette,1992,74 years 09 months,720000
2017-02,SERANGOON,EXECUTIVE,525,SERANGOON NTH AVE 4,10 TO 12,152,Maisonette,1992,74 years 09 months,725000
2017-02,SERANGOON,EXECUTIVE,423,SERANGOON CTRL,10 TO 12,154,Maisonette,1989,70 years 11 months,938888
2017-03,SERANGOON,3 ROOM,152,SERANGOON NTH AVE 1,01 TO 03,64,Simplified,1986,68 years 09 months,266500
2017-03,SERANGOON,3 ROOM,147,SERANGOON NTH AVE 1,01 TO 03,64,Simplified,1988,70 years 05 months,280000
2017-03,SERANGOON,3 ROOM,3,LOR LEW LIAN,13 TO 15,64,Improved,1978,60 years 02 months,330000
2017-03,SERANGOON,3 ROOM,217,SERANGOON AVE 4,10 TO 12,67,New Generation,1984,66 years 07 months,337000
2017-03,SERANGOON,3 ROOM,219,SERANGOON AVE 4,10 TO 12,67,New Generation,1984,66 years 09 months,338000
2017-03,SERANGOON,3 ROOM,261,SERANGOON CTRL DR,04 TO 06,64,Simplified,1988,70 years 05 months,338000
2017-03,SERANGOON,3 ROOM,303,SERANGOON AVE 2,04 TO 06,60,Improved,1984,66 years 09 months,342800
2017-03,SERANGOON,3 ROOM,1,LOR LEW LIAN,07 TO 09,73,Improved,1978,60 years 02 months,348888
2017-03,SERANGOON,3 ROOM,206,SERANGOON CTRL,01 TO 03,64,Simplified,1985,67 years 09 months,375000
2017-03,SERANGOON,4 ROOM,147,SERANGOON NTH AVE 1,01 TO 03,84,Simplified,1988,70 years 05 months,318000
2017-03,SERANGOON,4 ROOM,127,SERANGOON NTH AVE 1,04 TO 06,91,New Generation,1985,66 years 10 months,349000
2017-03,SERANGOON,4 ROOM,101,SERANGOON NTH AVE 1,10 TO 12,91,New Generation,1985,67 years,356888
2017-03,SERANGOON,4 ROOM,510,SERANGOON NTH AVE 4,01 TO 03,101,Model A,1997,79 years 03 months,378000
2017-03,SERANGOON,4 ROOM,553,SERANGOON NTH AVE 3,04 TO 06,100,Model A,1997,79 years 06 months,390000
2017-03,SERANGOON,4 ROOM,507,SERANGOON NTH AVE 4,01 TO 03,100,Model A,1997,79 years 02 months,390000
2017-03,SERANGOON,4 ROOM,227,SERANGOON AVE 4,01 TO 03,92,New Generation,1984,66 years 09 months,395000
2017-03,SERANGOON,4 ROOM,118,SERANGOON NTH AVE 1,13 TO 15,91,New Generation,1986,67 years 10 months,395000
2017-03,SERANGOON,4 ROOM,330,SERANGOON AVE 3,01 TO 03,84,Simplified,1986,68 years 04 months,405000
2017-03,SERANGOON,4 ROOM,144,SERANGOON NTH AVE 1,07 TO 09,103,Model A,1987,69 years 04 months,418000
2017-03,SERANGOON,4 ROOM,551,SERANGOON NTH AVE 3,13 TO 15,100,Model A,1997,79 years 08 months,425000
2017-03,SERANGOON,4 ROOM,226,SERANGOON AVE 4,04 TO 06,91,New Generation,1984,66 years 04 months,428000
2017-03,SERANGOON,4 ROOM,221,SERANGOON AVE 4,07 TO 09,94,New Generation,1984,66 years 09 months,440000
2017-03,SERANGOON,4 ROOM,233,SERANGOON AVE 3,04 TO 06,84,Simplified,1985,67 years 04 months,443800
2017-03,SERANGOON,4 ROOM,219,SERANGOON AVE 4,04 TO 06,93,New Generation,1984,66 years 09 months,450000
2017-03,SERANGOON,4 ROOM,308,SERANGOON AVE 2,01 TO 03,91,New Generation,1985,67 years 02 months,458000
2017-03,SERANGOON,4 ROOM,307,SERANGOON AVE 2,04 TO 06,95,New Generation,1985,67 years 07 months,460000
2017-03,SERANGOON,4 ROOM,231,SERANGOON AVE 3,01 TO 03,90,Simplified,1985,67 years 04 months,460000
2017-03,SERANGOON,4 ROOM,221,SERANGOON AVE 4,07 TO 09,92,New Generation,1984,66 years 09 months,460000
2017-03,SERANGOON,4 ROOM,210,SERANGOON CTRL,04 TO 06,83,Simplified,1985,67 years 06 months,480000
2017-03,SERANGOON,4 ROOM,234,SERANGOON AVE 3,10 TO 12,90,Simplified,1985,67 years 03 months,518000
2017-03,SERANGOON,4 ROOM,328,SERANGOON AVE 3,10 TO 12,84,Simplified,1986,68 years 02 months,523000
2017-03,SERANGOON,4 ROOM,408,SERANGOON AVE 1,01 TO 03,105,Model A,1989,70 years 10 months,550000
2017-03,SERANGOON,4 ROOM,402,SERANGOON AVE 1,04 TO 06,105,Model A,1989,70 years 11 months,568000
2017-03,SERANGOON,4 ROOM,426,SERANGOON AVE 1,01 TO 03,105,Model A,1988,70 years 09 months,575000
2017-03,SERANGOON,4 ROOM,419,SERANGOON CTRL,04 TO 06,113,Model A,1989,71 years 02 months,635000
2017-03,SERANGOON,5 ROOM,528,SERANGOON NTH AVE 4,01 TO 03,124,Improved,1992,74 years 08 months,505000
2017-03,SERANGOON,5 ROOM,548,SERANGOON NTH AVE 3,16 TO 18,121,Improved,1998,79 years 10 months,515000
2017-03,SERANGOON,5 ROOM,507,SERANGOON NTH AVE 4,07 TO 09,120,Improved,1997,79 years 02 months,520000
2017-03,SERANGOON,5 ROOM,540,SERANGOON NTH AVE 4,10 TO 12,122,Improved,1992,74 years 07 months,530000
2017-03,SERANGOON,5 ROOM,552,SERANGOON NTH AVE 3,13 TO 15,119,Improved,1997,79 years 08 months,532500
2017-03,SERANGOON,5 ROOM,212,SERANGOON AVE 4,13 TO 15,121,Improved,1985,67 years 04 months,640000
2017-03,SERANGOON,5 ROOM,331,SERANGOON AVE 3,01 TO 03,121,Improved,1986,68 years 03 months,660000
2017-03,SERANGOON,5 ROOM,257,SERANGOON CTRL DR,04 TO 06,115,Improved,1999,81 years 03 months,735000
2017-03,SERANGOON,EXECUTIVE,123,SERANGOON NTH AVE 1,04 TO 06,150,Maisonette,1985,67 years 06 months,633000
2017-03,SERANGOON,EXECUTIVE,506B,SERANGOON NTH AVE 4,07 TO 09,147,Apartment,1992,74 years 08 months,655000
2017-03,SERANGOON,EXECUTIVE,535,SERANGOON NTH AVE 4,04 TO 06,147,Maisonette,1992,74 years 08 months,660000
2017-03,SERANGOON,EXECUTIVE,142,SERANGOON NTH AVE 1,01 TO 03,146,Maisonette,1986,68 years 11 months,675000
2017-03,SERANGOON,EXECUTIVE,125,SERANGOON NTH AVE 1,07 TO 09,150,Maisonette,1986,67 years 11 months,700000
2017-03,SERANGOON,EXECUTIVE,234A,SERANGOON AVE 2,07 TO 09,141,Apartment,1998,80 years 03 months,740000
2017-03,SERANGOON,EXECUTIVE,232A,SERANGOON AVE 2,04 TO 06,140,Apartment,1998,80 years 03 months,800000
2017-03,SERANGOON,EXECUTIVE,321,SERANGOON AVE 2,04 TO 06,146,Maisonette,1986,67 years 10 months,858000
2017-04,SERANGOON,3 ROOM,105,SERANGOON NTH AVE 1,04 TO 06,60,Improved,1985,67 years,260000
2017-04,SERANGOON,3 ROOM,147,SERANGOON NTH AVE 1,01 TO 03,64,Simplified,1988,70 years 04 months,268000
2017-04,SERANGOON,3 ROOM,5,LOR LEW LIAN,01 TO 03,64,Improved,1978,60 years 01 month,285000
2017-04,SERANGOON,3 ROOM,306,SERANGOON AVE 2,04 TO 06,60,Improved,1985,66 years 11 months,290000
2017-04,SERANGOON,3 ROOM,107,SERANGOON NTH AVE 1,13 TO 15,60,Improved,1984,66 years 05 months,290000
2017-04,SERANGOON,3 ROOM,153,SERANGOON NTH AVE 1,04 TO 06,64,Simplified,1986,68 years 03 months,290000
2017-04,SERANGOON,3 ROOM,4,LOR LEW LIAN,07 TO 09,64,Improved,1978,60 years 01 month,328000
2017-04,SERANGOON,3 ROOM,302,SERANGOON AVE 2,07 TO 09,69,Improved,1985,66 years 11 months,350000
2017-04,SERANGOON,3 ROOM,201,SERANGOON CTRL,04 TO 06,64,Simplified,1985,67 years 08 months,395000
2017-04,SERANGOON,3 ROOM,254,SERANGOON CTRL DR,04 TO 06,78,Simplified,1988,70 years 08 months,435000
2017-04,SERANGOON,4 ROOM,103,SERANGOON NTH AVE 1,01 TO 03,91,New Generation,1985,67 years 06 months,300000
2017-04,SERANGOON,4 ROOM,126,SERANGOON NTH AVE 1,01 TO 03,91,New Generation,1985,67 years 03 months,308000
2017-04,SERANGOON,4 ROOM,154,SERANGOON NTH AVE 1,01 TO 03,83,Simplified,1986,68 years 02 months,335000
2017-04,SERANGOON,4 ROOM,548,SERANGOON NTH AVE 3,01 TO 03,100,Model A,1998,79 years 09 months,380000
2017-04,SERANGOON,4 ROOM,508,SERANGOON NTH AVE 4,10 TO 12,101,Model A,1997,79 years 01 month,390000
2017-04,SERANGOON,4 ROOM,214,SERANGOON AVE 4,01 TO 03,93,New Generation,1985,66 years 10 months,410888
2017-04,SERANGOON,4 ROOM,507,SERANGOON NTH AVE 4,04 TO 06,100,Model A,1997,79 years 01 month,411500
2017-04,SERANGOON,4 ROOM,227,SERANGOON AVE 4,10 TO 12,96,New Generation,1984,66 years 08 months,450000
2017-04,SERANGOON,4 ROOM,246,SERANGOON AVE 3,04 TO 06,84,Simplified,1986,67 years 09 months,455000
2017-04,SERANGOON,4 ROOM,235,SERANGOON AVE 3,04 TO 06,84,Simplified,1985,67 years 02 months,472500
2017-04,SERANGOON,4 ROOM,230,SERANGOON AVE 4,04 TO 06,96,New Generation,1985,66 years 10 months,485000
2017-04,SERANGOON,4 ROOM,327,SERANGOON AVE 3,01 TO 03,84,Simplified,1986,68 years 01 month,490000
2017-04,SERANGOON,4 ROOM,240,SERANGOON AVE 2,07 TO 09,84,Simplified,1985,67 years 03 months,500000
2017-04,SERANGOON,4 ROOM,425,SERANGOON AVE 1,07 TO 09,105,Model A,1989,71 years 02 months,630000
2017-04,SERANGOON,5 ROOM,117,SERANGOON NTH AVE 1,01 TO 03,121,Improved,1985,67 years 06 months,425000
2017-04,SERANGOON,5 ROOM,529,SERANGOON NTH AVE 4,04 TO 06,122,Improved,1992,74 years 07 months,478000
2017-04,SERANGOON,5 ROOM,143,SERANGOON NTH AVE 1,07 TO 09,122,Improved,1987,69 years 05 months,488000
2017-04,SERANGOON,5 ROOM,504,SERANGOON NTH AVE 4,01 TO 03,126,Improved,1992,74 years 06 months,490000
2017-04,SERANGOON,5 ROOM,500,SERANGOON NTH AVE 4,10 TO 12,124,Improved,1992,74 years 07 months,496888
2017-04,SERANGOON,5 ROOM,533,SERANGOON NTH AVE 4,10 TO 12,122,Improved,1992,74 years 07 months,512000
2017-04,SERANGOON,5 ROOM,230,SERANGOON AVE 4,07 TO 09,134,Adjoined flat,1985,66 years 10 months,691900
2017-04,SERANGOON,5 ROOM,246,SERANGOON AVE 3,04 TO 06,121,Improved,1986,67 years 09 months,735000
2017-04,SERANGOON,5 ROOM,258,SERANGOON CTRL DR,13 TO 15,115,Improved,1999,81 years 01 month,750000
2017-04,SERANGOON,EXECUTIVE,537,SERANGOON NTH AVE 4,04 TO 06,149,Maisonette,1992,74 years 07 months,635000
2017-04,SERANGOON,EXECUTIVE,544,SERANGOON NTH AVE 3,07 TO 09,141,Apartment,1997,79 years 07 months,692888
2017-04,SERANGOON,EXECUTIVE,516,SERANGOON NTH AVE 4,13 TO 15,146,Apartment,1992,74 years 07 months,710000
2017-04,SERANGOON,EXECUTIVE,234A,SERANGOON AVE 2,01 TO 03,140,Apartment,1998,80 years 02 months,784000
2017-04,SERANGOON,EXECUTIVE,232A,SERANGOON AVE 2,13 TO 15,141,Apartment,1998,80 years 02 months,825000
2017-04,SERANGOON,EXECUTIVE,318,SERANGOON AVE 2,13 TO 15,151,Maisonette,1985,67 years 02 months,940888
2017-05,SERANGOON,3 ROOM,227,SERANGOON AVE 4,04 TO 06,67,New Generation,1984,66 years 07 months,290000
2017-05,SERANGOON,3 ROOM,219,SERANGOON AVE 4,10 TO 12,67,New Generation,1984,66 years 07 months,315000
2017-05,SERANGOON,3 ROOM,302,SERANGOON AVE 2,01 TO 03,70,Improved,1985,66 years 10 months,333000
2017-05,SERANGOON,3 ROOM,2,LOR LEW LIAN,07 TO 09,64,Improved,1983,65 years 01 month,345000
2017-05,SERANGOON,3 ROOM,227,SERANGOON AVE 4,04 TO 06,67,New Generation,1984,66 years 07 months,355000
2017-05,SERANGOON,3 ROOM,1,LOR LEW LIAN,07 TO 09,73,Improved,1978,60 years 01 month,360000
2017-05,SERANGOON,3 ROOM,323,SERANGOON AVE 3,07 TO 09,64,Simplified,1985,67 years 07 months,365000
2017-05,SERANGOON,3 ROOM,201,SERANGOON CTRL,04 TO 06,64,Simplified,1985,67 years 06 months,372000
2017-05,SERANGOON,4 ROOM,143,SERANGOON NTH AVE 1,01 TO 03,83,Simplified,1987,69 years 04 months,313000
2017-05,SERANGOON,4 ROOM,143,SERANGOON NTH AVE 1,01 TO 03,83,Simplified,1987,69 years 04 months,325000
2017-05,SERANGOON,4 ROOM,530,SERANGOON NTH AVE 4,04 TO 06,103,Model A,1992,74 years 06 months,360000
2017-05,SERANGOON,4 ROOM,233,SERANGOON AVE 3,01 TO 03,84,Simplified,1985,67 years 04 months,360000
2017-05,SERANGOON,4 ROOM,518,SERANGOON NTH AVE 4,01 TO 03,104,Model A,1992,74 years 06 months,360000
2017-05,SERANGOON,4 ROOM,111,SERANGOON NTH AVE 1,04 TO 06,91,New Generation,1985,67 years 03 months,365000
2017-05,SERANGOON,4 ROOM,538,SERANGOON NTH AVE 4,07 TO 09,103,Model A,1992,74 years 05 months,385000
2017-05,SERANGOON,4 ROOM,141,SERANGOON NTH AVE 2,04 TO 06,107,Model A,1989,71 years,420000
2017-05,SERANGOON,4 ROOM,521,SERANGOON NTH AVE 4,07 TO 09,106,Model A,1992,74 years 06 months,420000
2017-05,SERANGOON,4 ROOM,225,SERANGOON AVE 4,07 TO 09,96,New Generation,1985,66 years 10 months,433888
2017-05,SERANGOON,4 ROOM,553,SERANGOON NTH AVE 3,07 TO 09,102,Model A,1997,79 years 03 months,440000
2017-05,SERANGOON,4 ROOM,208,SERANGOON CTRL,01 TO 03,83,Simplified,1985,67 years 06 months,445000
2017-05,SERANGOON,4 ROOM,230,SERANGOON AVE 4,04 TO 06,99,New Generation,1985,66 years 09 months,465000
2017-05,SERANGOON,4 ROOM,221,SERANGOON AVE 4,04 TO 06,96,New Generation,1984,66 years 07 months,475000
2017-05,SERANGOON,4 ROOM,222,SERANGOON AVE 4,07 TO 09,96,New Generation,1985,67 years 04 months,480000
2017-05,SERANGOON,4 ROOM,325,SERANGOON AVE 3,04 TO 06,84,Simplified,1986,68 years,515000
2017-05,SERANGOON,4 ROOM,409,SERANGOON CTRL,04 TO 06,103,Model A,1989,70 years 08 months,618000
2017-05,SERANGOON,5 ROOM,549,SERANGOON NTH AVE 3,01 TO 03,120,Improved,1997,79 years 06 months,515000
2017-05,SERANGOON,5 ROOM,532,SERANGOON NTH AVE 4,07 TO 09,122,Improved,1992,74 years 06 months,518000
2017-05,SERANGOON,5 ROOM,411,SERANGOON CTRL,07 TO 09,132,Improved,1989,70 years 11 months,662500
2017-05,SERANGOON,5 ROOM,329,SERANGOON AVE 3,01 TO 03,122,Improved,1986,68 years 02 months,685000
2017-05,SERANGOON,5 ROOM,420,SERANGOON CTRL,10 TO 12,121,Improved,1989,71 years 06 months,750000
2017-05,SERANGOON,5 ROOM,416,SERANGOON CTRL,07 TO 09,121,Improved,1989,71 years,768000
2017-05,SERANGOON,EXECUTIVE,537,SERANGOON NTH AVE 4,04 TO 06,147,Maisonette,1992,74 years 06 months,647000
2017-05,SERANGOON,EXECUTIVE,232A,SERANGOON AVE 2,07 TO 09,140,Apartment,1998,80 years 01 month,938000
2017-06,SERANGOON,3 ROOM,152,SERANGOON NTH AVE 1,04 TO 06,64,Simplified,1986,68 years 07 months,256000
2017-06,SERANGOON,3 ROOM,306,SERANGOON AVE 2,10 TO 12,60,Improved,1985,66 years 09 months,302000
2017-06,SERANGOON,3 ROOM,1,LOR LEW LIAN,01 TO 03,73,Improved,1978,59 years 11 months,325000
2017-06,SERANGOON,3 ROOM,323,SERANGOON AVE 3,10 TO 12,64,Simplified,1985,67 years 06 months,375000
2017-06,SERANGOON,4 ROOM,109,SERANGOON NTH AVE 1,01 TO 03,91,New Generation,1985,67 years,345000
2017-06,SERANGOON,4 ROOM,143,SERANGOON NTH AVE 1,10 TO 12,83,Simplified,1987,69 years 03 months,355000
2017-06,SERANGOON,4 ROOM,554,SERANGOON NTH AVE 3,01 TO 03,100,Model A,1997,79 years 02 months,366000
2017-06,SERANGOON,4 ROOM,109,SERANGOON NTH AVE 1,04 TO 06,91,New Generation,1985,67 years,380000
2017-06,SERANGOON,4 ROOM,511,SERANGOON NTH AVE 4,04 TO 06,100,Model A,1997,78 years 11 months,390000
2017-06,SERANGOON,4 ROOM,549,SERANGOON NTH AVE 3,04 TO 06,100,Model A,1997,79 years 05 months,415000
2017-06,SERANGOON,4 ROOM,530,SERANGOON NTH AVE 4,04 TO 06,110,Model A,1992,74 years 04 months,425000
2017-06,SERANGOON,4 ROOM,315,SERANGOON AVE 2,01 TO 03,91,New Generation,1985,67 years,430000
2017-06,SERANGOON,4 ROOM,226,SERANGOON AVE 4,13 TO 15,91,New Generation,1984,66 years 02 months,440000
2017-06,SERANGOON,4 ROOM,211,SERANGOON AVE 4,04 TO 06,93,New Generation,1985,67 years 03 months,463000
2017-06,SERANGOON,4 ROOM,222,SERANGOON AVE 4,04 TO 06,92,New Generation,1985,67 years 03 months,476000
2017-06,SERANGOON,4 ROOM,211,SERANGOON AVE 4,07 TO 09,91,New Generation,1985,67 years 03 months,478000
2017-06,SERANGOON,4 ROOM,224,SERANGOON AVE 4,10 TO 12,105,New Generation,1984,66 years 01 month,478000
2017-06,SERANGOON,4 ROOM,331,SERANGOON AVE 3,10 TO 12,84,Simplified,1986,68 years,525000
2017-06,SERANGOON,4 ROOM,408,SERANGOON AVE 1,10 TO 12,103,Model A,1989,70 years 08 months,535000
2017-06,SERANGOON,4 ROOM,204,SERANGOON CTRL,07 TO 09,89,Simplified,1985,67 years 04 months,540000
2017-06,SERANGOON,4 ROOM,413,SERANGOON CTRL,04 TO 06,111,Model A,1989,70 years 10 months,560000
2017-06,SERANGOON,4 ROOM,257,SERANGOON CTRL DR,13 TO 15,99,Model A,1999,80 years 11 months,680000
2017-06,SERANGOON,5 ROOM,517,SERANGOON NTH AVE 4,10 TO 12,122,Improved,1992,74 years 05 months,499000
2017-06,SERANGOON,5 ROOM,108,SERANGOON NTH AVE 1,04 TO 06,140,Adjoined flat,1985,66 years 07 months,518000
2017-06,SERANGOON,5 ROOM,135,SERANGOON NTH AVE 2,13 TO 15,131,Improved,1989,70 years 11 months,570000
2017-06,SERANGOON,EXECUTIVE,539,SERANGOON NTH AVE 4,04 TO 06,147,Maisonette,1992,74 years 05 months,650000
2017-06,SERANGOON,EXECUTIVE,526,SERANGOON NTH AVE 4,04 TO 06,150,Maisonette,1992,74 years 05 months,660000
2017-06,SERANGOON,EXECUTIVE,525,SERANGOON NTH AVE 4,13 TO 15,147,Maisonette,1992,74 years 04 months,703000
2017-06,SERANGOON,EXECUTIVE,526,SERANGOON NTH AVE 4,04 TO 06,149,Maisonette,1992,74 years 05 months,715000
2017-06,SERANGOON,EXECUTIVE,318,SERANGOON AVE 2,04 TO 06,156,Maisonette,1985,67 years,870000
2017-06,SERANGOON,EXECUTIVE,321,SERANGOON AVE 2,01 TO 03,150,Apartment,1986,67 years 07 months,870000
2017-06,SERANGOON,EXECUTIVE,319,SERANGOON AVE 2,10 TO 12,141,Apartment,1985,67 years 05 months,905000
2017-07,SERANGOON,3 ROOM,306,SERANGOON AVE 2,04 TO 06,60,Improved,1985,66 years 08 months,280000
2017-07,SERANGOON,3 ROOM,225,SERANGOON AVE 4,01 TO 03,67,New Generation,1985,66 years 08 months,296000
2017-07,SERANGOON,3 ROOM,105,SERANGOON NTH AVE 1,13 TO 15,70,Improved,1985,66 years 09 months,300000
2017-07,SERANGOON,3 ROOM,221,SERANGOON AVE 4,04 TO 06,67,New Generation,1984,66 years 05 months,308000
2017-07,SERANGOON,3 ROOM,222,SERANGOON AVE 4,10 TO 12,67,New Generation,1985,67 years 02 months,320000
2017-07,SERANGOON,3 ROOM,261,SERANGOON CTRL DR,01 TO 03,64,Simplified,1988,70 years 01 month,330000
2017-07,SERANGOON,3 ROOM,253,SERANGOON CTRL DR,04 TO 06,64,Simplified,1988,70 years,333000
2017-07,SERANGOON,3 ROOM,237,SERANGOON AVE 3,04 TO 06,64,Simplified,1985,67 years 05 months,370000
2017-07,SERANGOON,4 ROOM,151,SERANGOON NTH AVE 2,01 TO 03,83,Simplified,1986,68 years 01 month,338000
2017-07,SERANGOON,4 ROOM,154,SERANGOON NTH AVE 1,04 TO 06,86,Simplified,1986,67 years 11 months,342000
2017-07,SERANGOON,4 ROOM,541,SERANGOON NTH AVE 4,01 TO 03,104,Model A,1992,74 years 04 months,345000
2017-07,SERANGOON,4 ROOM,554,SERANGOON NTH AVE 3,01 TO 03,100,Model A,1997,79 years 01 month,360000
2017-07,SERANGOON,4 ROOM,508,SERANGOON NTH AVE 4,01 TO 03,100,Model A,1997,78 years 10 months,370000
2017-07,SERANGOON,4 ROOM,101,SERANGOON NTH AVE 1,13 TO 15,91,New Generation,1985,66 years 08 months,373000
2017-07,SERANGOON,4 ROOM,509,SERANGOON NTH AVE 4,01 TO 03,101,Model A,1997,78 years 11 months,375000
2017-07,SERANGOON,4 ROOM,517,SERANGOON NTH AVE 4,10 TO 12,104,Model A,1992,74 years 04 months,395000
2017-07,SERANGOON,4 ROOM,518,SERANGOON NTH AVE 4,04 TO 06,104,Model A,1992,74 years 04 months,395000
2017-07,SERANGOON,4 ROOM,512,SERANGOON NTH AVE 4,04 TO 06,100,Model A,1997,79 years,398000
